country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Austria,AUT,2021-02-07,289954,210239,66621,5376,9309,3.22,2.33,0.74,1034,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-02-08,298195,212062,71135,8241,10056,3.31,2.35,0.79,1117,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-02-09,311221,215592,78852,13026,9995,3.46,2.39,0.88,1110,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-02-10,329881,219286,90983,18660,11025,3.66,2.43,1.01,1224,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-02-11,343069,224467,106450,13188,11570,3.81,2.49,1.18,1285,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-02-12,365414,229317,122349,22345,12569,4.06,2.55,1.36,1396,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Austria,AUT,2021-02-13,,236728,136564,,11548,,2.63,1.52,1282,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://info.gesundheitsministerium.gv.at/opendata/
Azerbaijan,AZE,2021-01-17,0,0,,,,0,0,,,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-18,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-19,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-20,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-21,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-22,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-23,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-24,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-25,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-26,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-27,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-28,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-29,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-30,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-01-31,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-02-01,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-02-02,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-02-03,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-02-04,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-02-05,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Azerbaijan,AZE,2021-02-06,65000,65000,,,3250,0.64,0.64,,321,"Oxford/AstraZeneca, Sputnik V",Government of Azerbaijan,https://eurasianet.org/azerbaijan-starts-mass-covid-19-vaccinations
Bahrain,BHR,2020-12-23,38965,38965,,,,2.29,2.29,,,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2020-12-24,50071,50071,,11106,11106,2.94,2.94,,6527,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2020-12-25,50543,50543,,472,5789,2.97,2.97,,3402,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2020-12-26,51556,51556,,1013,4197,3.03,3.03,,2467,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2020-12-27,53614,53614,,2058,3662,3.15,3.15,,2152,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2020-12-28,55014,55014,,1400,3210,3.23,3.23,,1886,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2020-12-29,56041,56041,,1027,2846,3.29,3.29,,1673,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2020-12-30,57317,57317,,1276,2622,3.37,3.37,,1541,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2020-12-31,58643,58643,,1326,1225,3.45,3.45,,720,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-01,59351,59351,,708,1258,3.49,3.49,,739,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-02,60097,60097,,746,1220,3.53,3.53,,717,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-03,60689,60689,,592,1011,3.57,3.57,,594,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-04,61612,61612,,923,943,3.62,3.62,,554,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-05,63893,63893,,2281,1122,3.75,3.75,,659,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-06,68472,68472,,4579,1594,4.02,4.02,,937,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-07,72239,72239,,3767,1942,4.25,4.25,,1141,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-08,78291,78291,,6052,2706,4.6,4.6,,1590,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-09,84157,84157,,5866,3437,4.95,4.95,,2020,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-10,89250,89250,,5093,4080,5.25,5.25,,2398,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-11,92598,92598,,3348,4427,5.44,5.44,,2602,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-12,97776,97776,,5178,4840,5.75,5.75,,2844,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-13,101363,101363,,3587,4699,5.96,5.96,,2762,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-14,109566,109566,,8203,5332,6.44,6.44,,3134,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-15,122819,122819,,13253,6361,7.22,7.22,,3738,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-16,137159,137159,,14340,7572,8.06,8.06,,4450,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-17,141563,141563,,4404,7473,8.32,8.32,,4392,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-18,142831,142831,,1268,7176,8.39,8.39,,4217,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-19,143596,143596,,765,6546,8.44,8.44,,3847,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-20,144130,144130,,534,6110,8.47,8.47,,3591,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-21,,,,,5457,,,,3207,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-22,,,,,4084,,,,2400,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-23,,,,,2555,,,,1502,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-24,,,,,2445,,,,1437,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-25,,,,,2784,,,,1636,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-26,165953,165953,,,3194,9.75,9.75,,1877,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-27,167731,167731,,1778,3372,9.86,9.86,,1982,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-28,169440,169440,,1709,3096,9.96,9.96,,1819,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-29,169810,169810,,370,2629,9.98,9.98,,1545,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-30,170433,170433,,623,2199,10.02,10.02,,1292,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-01-31,171568,171568,,1135,1841,10.08,10.08,,1082,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-02-01,172912,172912,,1344,1514,10.16,10.16,,890,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-02-02,174075,174075,,1163,1160,10.23,10.23,,682,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-02-03,175094,175094,,1019,1052,10.29,10.29,,618,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-02-04,177233,177233,,2139,1113,10.42,10.42,,654,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-02-05,179550,179550,,2317,1391,10.55,10.55,,817,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-02-06,182543,182543,,2993,1730,10.73,10.73,,1017,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-02-07,191406,191406,,8863,2834,11.25,11.25,,1666,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-02-08,201116,201116,,9710,4029,11.82,11.82,,2368,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-02-09,212940,212940,,11824,5552,12.51,12.51,,3263,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-02-10,219595,219595,,6655,6357,12.91,12.91,,3736,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-02-11,224919,224919,,5324,6812,13.22,13.22,,4003,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-02-12,232540,232540,,7621,7570,13.67,13.67,,4449,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bahrain,BHR,2021-02-13,242260,242260,,9720,8531,14.24,14.24,,5014,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1360697328559140875
Bangladesh,BGD,2021-01-26,0,0,,,,0,0,,,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-01-27,26,26,,26,26,0,0,,0,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-01-28,567,567,,541,284,0,0,,2,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-01-29,,,,,1209,,,,7,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-01-30,,,,,1671,,,,10,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-01-31,,,,,1949,,,,12,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-02-01,,,,,2134,,,,13,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-02-02,,,,,2266,,,,14,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-02-03,,,,,2700,,,,16,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-02-04,,,,,3059,,,,19,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-02-05,,,,,3059,,,,19,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-02-06,,,,,3059,,,,19,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-02-07,31160,31160,,,3059,0.02,0.02,,19,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-02-08,,,,,13205,,,,80,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-02-09,179318,179318,,,23351,0.11,0.11,,142,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-02-10,337769,337769,,158451,45549,0.21,0.21,,277,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-02-11,,,,,64108,,,,389,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-02-12,,,,,82667,,,,502,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Bangladesh,BGD,2021-02-13,736680,736680,,,101226,0.45,0.45,,615,Oxford/AstraZeneca,Directorate General of Health Services,https://www.dhakatribune.com/bangladesh/2021/02/13/nearly-200-000-get-covid-19-vaccine-shots-in-a-day
Belgium,BEL,2020-12-28,297,297,,,,0,0,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2020-12-29,298,298,,1,1,0,0,,0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2020-12-30,777,777,,479,240,0.01,0.01,,21,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2020-12-31,786,786,,9,163,0.01,0.01,,14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-01,793,793,,7,124,0.01,0.01,,11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-02,,,,,99,,,,9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-03,,,,,83,,,,7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-04,794,794,,,71,0.01,0.01,,6,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-05,2370,2370,,1576,296,0.02,0.02,,26,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-06,6236,6236,,3866,780,0.05,0.05,,67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-07,14360,14360,,8124,1939,0.12,0.12,,167,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-08,23511,23511,,9151,3245,0.2,0.2,,280,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-09,26698,26698,,3187,3701,0.23,0.23,,319,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-10,27095,27095,,397,3757,0.23,0.23,,324,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-11,32545,32545,,5450,4536,0.28,0.28,,391,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
